UniprotAccession	Organism	Kingdom	ProteinLength	TMHelixFirst90
P46951	Saccharomyces cerevisiae	Fungi	817	False
Q6VVB1	Homo sapiens	Metazoa	395	False
Q9P7T4	Schizosaccharomyces pombe	Fungi	1019	False
Q96QU8	Homo sapiens	Metazoa	1125	False
Q9H3K2	Homo sapiens	Metazoa	345	True
Q6UWU4	Homo sapiens	Metazoa	347	True
Q04728	Saccharomyces cerevisiae	Fungi	441	False
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309	False
Q9SU30	Arabidopsis thaliana	Viridiplantae	413	False
Q12405	Saccharomyces cerevisiae	Fungi	387	False
P46309	Arabidopsis thaliana	Viridiplantae	522	False
Q99NI4	Rattus norvegicus	Metazoa	396	False
P04040	Homo sapiens	Metazoa	527	False
Q8IXQ9	Homo sapiens	Metazoa	262	False
O14131	Schizosaccharomyces pombe	Fungi	442	False
Q9BXL5	Homo sapiens	Metazoa	484	False
Q96RL1	Homo sapiens	Metazoa	719	False
P93758	Arabidopsis thaliana	Viridiplantae	274	False
Q04264	Saccharomyces cerevisiae	Fungi	1277	False
Q6UXY1	Homo sapiens	Metazoa	529	False
Q68DX3	Homo sapiens	Metazoa	1309	False
Q12363	Saccharomyces cerevisiae	Fungi	437	False
P18263	Chlamydomonas reinhardtii	Viridiplantae	46	True
Q9BY07	Homo sapiens	Metazoa	1137	False
Q8IIS5	Plasmodium falciparum	Other	643	False
Q9LYD9	Arabidopsis thaliana	Viridiplantae	1096	False
P38880	Saccharomyces cerevisiae	Fungi	579	False
Q9LUI3	Arabidopsis thaliana	Viridiplantae	695	False
O60671	Homo sapiens	Metazoa	282	False
Q45VK7	Mus musculus	Metazoa	4306	False
Q06411	Saccharomyces cerevisiae	Fungi	708	False
F4JVI3	Arabidopsis thaliana	Viridiplantae	493	False
Q9LKX9	Zea mays	Viridiplantae	867	False
Q6QJ72	Arabidopsis thaliana	Viridiplantae	187	False
A0FGR9	Homo sapiens	Metazoa	886	True
P38637	Saccharomyces cerevisiae	Fungi	319	False
P38250	Saccharomyces cerevisiae	Fungi	946	False
G5ED47	Caenorhabditis elegans	Metazoa	413	False
Q94IN5	Euglena gracilis	Other	1803	False
Q7Z7G2	Homo sapiens	Metazoa	160	False
Q7TPF1	Rattus norvegicus	Metazoa	97	True
P46062	Mus musculus	Metazoa	1037	False
Q8IYB3	Homo sapiens	Metazoa	904	False
Q8TBE7	Homo sapiens	Metazoa	412	False
Q8BKC5	Mus musculus	Metazoa	1097	False
A0A5B9G902	Aureobasidium melanogenum	Fungi	521	False
Q8RWS0	Arabidopsis thaliana	Viridiplantae	124	False
O74309	Schizosaccharomyces pombe	Fungi	807	False
Q08287	Saccharomyces cerevisiae	Fungi	484	False
Q8CJ27	Mus musculus	Metazoa	3122	False
P38360	Saccharomyces cerevisiae	Fungi	1216	False
Q2VUH8	Komagataella pastoris	Fungi	323	False
Q5Q0E6	Arabidopsis thaliana	Viridiplantae	473	False
Q9LX34	Arabidopsis thaliana	Viridiplantae	95	False
Q9V466	Drosophila melanogaster	Metazoa	845	False
Q8RWD5	Arabidopsis thaliana	Viridiplantae	577	False
P56287	Schizosaccharomyces pombe	Fungi	678	False
Q15049	Homo sapiens	Metazoa	377	True
F4KFB3	Arabidopsis thaliana	Viridiplantae	598	False
Q9HDW8	Schizosaccharomyces pombe	Fungi	146	False
P0C2B9	Rattus norvegicus	Metazoa	141	False
Q5XVF0	Arabidopsis thaliana	Viridiplantae	666	False
Q9SR62	Arabidopsis thaliana	Viridiplantae	309	False
Q9H7T9	Homo sapiens	Metazoa	357	False
Q9H902	Homo sapiens	Metazoa	201	True
O94874	Homo sapiens	Metazoa	794	False
Q6NNI3	Arabidopsis thaliana	Viridiplantae	190	False
P70669	Mus musculus	Metazoa	749	True
P18296	Schizosaccharomyces pombe	Fungi	1828	False
Q9JM73	Mus musculus	Metazoa	504	False
Q63HR2	Homo sapiens	Metazoa	1409	False
O14802	Homo sapiens	Metazoa	1390	False
Q86U90	Homo sapiens	Metazoa	279	False
P43579	Saccharomyces cerevisiae	Fungi	692	False
Q84JH7	Arabidopsis thaliana	Viridiplantae	225	False
P17898	Saccharomyces cerevisiae	Fungi	393	True
Q03750	Saccharomyces cerevisiae	Fungi	510	False
P28805	Spinacia oleracea	Viridiplantae	66	False
O15524	Homo sapiens	Metazoa	211	False
O13710	Schizosaccharomyces pombe	Fungi	1076	False
Q6NXG1	Homo sapiens	Metazoa	681	False
P56282	Homo sapiens	Metazoa	527	False
P40568	Saccharomyces cerevisiae	Fungi	576	False
P62847	Homo sapiens	Metazoa	133	False
Q03937	Saccharomyces cerevisiae	Fungi	162	False
Q9Y6W3	Homo sapiens	Metazoa	813	False
Q16629	Homo sapiens	Metazoa	238	False
O18412	Drosophila melanogaster	Metazoa	718	False
P14736	Saccharomyces cerevisiae	Fungi	754	False
P38937	Schizosaccharomyces pombe	Fungi	262	False
Q969Z0	Homo sapiens	Metazoa	631	False
Q9T6H8	Arabidopsis thaliana	Viridiplantae	382	True
Q04089	Saccharomyces cerevisiae	Fungi	582	False
Q9BX63	Homo sapiens	Metazoa	1249	False
Q8BNX7	Mus musculus	Metazoa	165	False
Q96SB8	Homo sapiens	Metazoa	1091	False
Q95QD7	Caenorhabditis elegans	Metazoa	435	False
A0A1S4FPC9	Aedes aegypti	Metazoa	3364	False
B2D6M2	Caenorhabditis elegans	Metazoa	612	False
P40368	Saccharomyces cerevisiae	Fungi	713	False
P23506	Mus musculus	Metazoa	227	False
P00425	Saccharomyces cerevisiae	Fungi	151	True
P03874	Saccharomyces cerevisiae	Fungi	630	False
Q84N64	Arabidopsis thaliana	Viridiplantae	777	False
Q8BGW1	Mus musculus	Metazoa	502	False
P29509	Saccharomyces cerevisiae	Fungi	319	False
O23680	Arabidopsis thaliana	Viridiplantae	297	True
P48837	Saccharomyces cerevisiae	Fungi	541	False
A0A2H1VE33	Spodoptera frugiperda	Metazoa	332	False
P09440	Saccharomyces cerevisiae	Fungi	975	False
P0C2C1	Rattus norvegicus	Metazoa	160	False
P08657	Kluyveromyces lactis	Fungi	865	False
P53083	Saccharomyces cerevisiae	Fungi	459	False
Q15796	Homo sapiens	Metazoa	467	False
Q6PJT7	Homo sapiens	Metazoa	736	False
Q21502	Caenorhabditis elegans	Metazoa	870	False
Q9ESC8	Mus musculus	Metazoa	1160	False
Q9W4X9	Drosophila melanogaster	Metazoa	721	False
Q058N4	Arabidopsis thaliana	Viridiplantae	459	False
P25038	Saccharomyces cerevisiae	Fungi	676	False
Q42342	Arabidopsis thaliana	Viridiplantae	134	False
Q6NME7	Arabidopsis thaliana	Viridiplantae	127	False
O75844	Homo sapiens	Metazoa	475	True
D3ZKT0	Rattus norvegicus	Metazoa	337	False
Q8GXH3	Arabidopsis thaliana	Viridiplantae	371	False
Q5SU73	Mus musculus	Metazoa	570	False
Q62674	Rattus norvegicus	Metazoa	648	True
Q9H9T3	Homo sapiens	Metazoa	547	False
P00423	Bos taurus	Metazoa	169	False
Q7ZT82	Danio rerio	Metazoa	382	False
O13601	Schizosaccharomyces pombe	Fungi	494	False
Q8C8Y5	Mus musculus	Metazoa	445	False
P53838	Saccharomyces cerevisiae	Fungi	576	True
Q9C5G0	Arabidopsis thaliana	Viridiplantae	367	False
O61766	Caenorhabditis elegans	Metazoa	383	False
Q8WXD0	Homo sapiens	Metazoa	754	False
Q8R104	Mus musculus	Metazoa	334	False
P97480	Mus musculus	Metazoa	510	False
Q9CWR0	Mus musculus	Metazoa	618	False
P38769	Saccharomyces cerevisiae	Fungi	630	False
Q9Y7Y5	Schizosaccharomyces pombe	Fungi	369	False
Q9BQ52	Homo sapiens	Metazoa	826	False
Q8N5N7	Homo sapiens	Metazoa	158	False
P59103	Homo sapiens	Metazoa	153	False
Q90ZF9	Gallus gallus	Metazoa	235	False
Q6PCP7	Mus musculus	Metazoa	798	True
Q6ID70	Arabidopsis thaliana	Viridiplantae	150	False
Q96D98	Homo sapiens	Metazoa	161	False
O96033	Homo sapiens	Metazoa	88	False
Q9N4M4	Caenorhabditis elegans	Metazoa	8545	False
Q09884	Schizosaccharomyces pombe	Fungi	1374	False
Q9FNP4	Arabidopsis thaliana	Viridiplantae	174	False
P14922	Saccharomyces cerevisiae	Fungi	966	False
Q9NX52	Homo sapiens	Metazoa	303	True
P39952	Saccharomyces cerevisiae	Fungi	402	False
P25705	Homo sapiens	Metazoa	553	False
Q6B0I6	Homo sapiens	Metazoa	523	False
P38783	Saccharomyces cerevisiae	Fungi	130	False
G3XKQ9	Oryza sativa subsp. japonica	Viridiplantae	394	False
Q80ZI2	Mus musculus	Metazoa	223	False
O14044	Schizosaccharomyces pombe	Fungi	241	False
Q03071	Saccharomyces cerevisiae	Fungi	99	False
Q8MMZ7	Toxoplasma gondii	Other	994	False
D4A1X2	Rattus norvegicus	Metazoa	885	False
Q12514	Saccharomyces cerevisiae	Fungi	560	False
P40470	Saccharomyces cerevisiae	Fungi	206	False
P47119	Saccharomyces cerevisiae	Fungi	197	False
P53063	Saccharomyces cerevisiae	Fungi	387	False
Q02099	Schizosaccharomyces pombe	Fungi	2386	False
Q7YTB0	Bombyx mori	Metazoa	661	False
F4JHH5	Arabidopsis thaliana	Viridiplantae	787	False
Q5SQP1	Mus musculus	Metazoa	306	False
Q96QF7	Homo sapiens	Metazoa	691	False
Q6UWF3	Homo sapiens	Metazoa	145	True
P38806	Saccharomyces cerevisiae	Fungi	282	False
C8V329	Emericella nidulans	Fungi	508	True
Q9BSD3	Homo sapiens	Metazoa	238	False
X5HYT8	Oryza sativa subsp. japonica	Viridiplantae	425	False
P49916	Homo sapiens	Metazoa	1009	False
Q10167	Schizosaccharomyces pombe	Fungi	73	False
Q7JWP6	Drosophila melanogaster	Metazoa	221	False
Q8NF64	Homo sapiens	Metazoa	920	False
O82804	Arabidopsis thaliana	Viridiplantae	695	False
Q8IU99	Homo sapiens	Metazoa	346	True
Q9C9M6	Arabidopsis thaliana	Viridiplantae	196	False
Q9USM1	Schizosaccharomyces pombe	Fungi	388	False
Q9UUI2	Schizosaccharomyces pombe	Fungi	165	False
Q99547	Homo sapiens	Metazoa	160	False
Q12754	Saccharomyces cerevisiae	Fungi	1228	False
Q18919	Caenorhabditis elegans	Metazoa	558	False
Q5EGY4	Rattus norvegicus	Metazoa	198	False
P55160	Homo sapiens	Metazoa	1127	False
O43313	Homo sapiens	Metazoa	823	False
Q920G9	Mus musculus	Metazoa	524	False
Q9Y7R3	Schizosaccharomyces pombe	Fungi	742	False
Q7K3D8	Drosophila melanogaster	Metazoa	433	False
P98149	Drosophila melanogaster	Metazoa	667	False
Q02521	Saccharomyces cerevisiae	Fungi	185	False
O75616	Homo sapiens	Metazoa	437	False
P16603	Saccharomyces cerevisiae	Fungi	691	True
Q8N5C7	Homo sapiens	Metazoa	304	False
Q9QY93	Mus musculus	Metazoa	170	False
Q9VEX9	Drosophila melanogaster	Metazoa	150	False
P11799	Gallus gallus	Metazoa	1906	False
Q3E756	Saccharomyces cerevisiae	Fungi	94	False
O14423	Schizosaccharomyces pombe	Fungi	514	False
Q9UUM2	Schizosaccharomyces pombe	Fungi	971	False
Q08558	Saccharomyces cerevisiae	Fungi	271	False
Q6PB70	Mus musculus	Metazoa	1060	False
Q9VQ89	Drosophila melanogaster	Metazoa	867	False
Q04500	Saccharomyces cerevisiae	Fungi	899	False
Q9CUU3	Mus musculus	Metazoa	1500	False
Q63425	Rattus norvegicus	Metazoa	1383	False
Q12530	Saccharomyces cerevisiae	Fungi	201	True
O82277	Arabidopsis thaliana	Viridiplantae	361	False
O88554	Mus musculus	Metazoa	559	False
P82194	Spinacia oleracea	Viridiplantae	126	False
Q9BQL6	Homo sapiens	Metazoa	677	False
C6TA59	Glycine max	Viridiplantae	214	False
D3ZUA0	Rattus norvegicus	Metazoa	338	False
Q12143	Saccharomyces cerevisiae	Fungi	216	False
Q9LW00	Arabidopsis thaliana	Viridiplantae	254	False
Q8WV41	Homo sapiens	Metazoa	574	False
P32489	Saccharomyces cerevisiae	Fungi	222	False
P47148	Saccharomyces cerevisiae	Fungi	283	False
Q9LK29	Arabidopsis thaliana	Viridiplantae	307	False
Q9GTP4	Crithidia fasciculata	Other	502	True
Q6Y5D8	Mus musculus	Metazoa	786	False
Q6L5B5	Oryza sativa subsp. japonica	Viridiplantae	248	False
Q8W4B1	Arabidopsis thaliana	Viridiplantae	652	False
Q9BZV1	Homo sapiens	Metazoa	441	False
Q3URU2	Mus musculus	Metazoa	1571	False
P40035	Saccharomyces cerevisiae	Fungi	300	True
Q96IU4	Homo sapiens	Metazoa	210	False
Q9H3J6	Homo sapiens	Metazoa	166	False
P48552	Homo sapiens	Metazoa	1158	False
Q9Y5S8	Homo sapiens	Metazoa	564	True
A4IFH6	Bos taurus	Metazoa	52	True
G5EGD2	Caenorhabditis elegans	Metazoa	719	False
Q7JM44	Caenorhabditis elegans	Metazoa	2242	False
Q00922	Candida boidinii	Fungi	663	False
O74856	Schizosaccharomyces pombe	Fungi	335	False
Q8CF89	Mus musculus	Metazoa	502	False
P53930	Saccharomyces cerevisiae	Fungi	226	False
O23403	Arabidopsis thaliana	Viridiplantae	287	False
P40625	Tetrahymena pyriformis	Other	99	False
P12297	Drosophila melanogaster	Metazoa	963	False
Q96DY5	Mus musculus	Metazoa	654	False
Q09293	Caenorhabditis elegans	Metazoa	367	False
Q67UU9	Oryza sativa subsp. japonica	Viridiplantae	426	False
Q14241	Homo sapiens	Metazoa	772	False
Q9NVH0	Homo sapiens	Metazoa	621	True
Q6UB28	Homo sapiens	Metazoa	335	False
Q9W539	Drosophila melanogaster	Metazoa	1518	False
Q21148	Caenorhabditis elegans	Metazoa	308	False
O42647	Schizosaccharomyces pombe	Fungi	188	False
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702	False
P23511	Homo sapiens	Metazoa	347	False
P07954	Homo sapiens	Metazoa	510	False
Q8K136	Mus musculus	Metazoa	229	False
Q04675	Saccharomyces cerevisiae	Fungi	128	False
P13275	Scyliorhinus canicula	Metazoa	87	False
Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607	False
P48629	Spinacia oleracea	Viridiplantae	447	False
Q9VC45	Drosophila melanogaster	Metazoa	1954	False
Q9LJG6	Arabidopsis thaliana	Viridiplantae	193	False
O59773	Schizosaccharomyces pombe	Fungi	994	False
A2A884	Mus musculus	Metazoa	2348	False
P49021	Drosophila melanogaster	Metazoa	1398	False
P41073	Drosophila melanogaster	Metazoa	716	False
P82403	Spinacia oleracea	Viridiplantae	211	False
P06701	Saccharomyces cerevisiae	Fungi	978	False
Q86W56	Homo sapiens	Metazoa	976	False
O94473	Schizosaccharomyces pombe	Fungi	256	True
Q9NPF4	Homo sapiens	Metazoa	335	False
P38137	Saccharomyces cerevisiae	Fungi	543	False
P0CB49	Rattus norvegicus	Metazoa	1376	False
P40055	Saccharomyces cerevisiae	Fungi	554	False
Q9P2H5	Homo sapiens	Metazoa	1018	False
Q9NW15	Homo sapiens	Metazoa	660	False
O13983	Schizosaccharomyces pombe	Fungi	1063	False
O74736	Schizosaccharomyces pombe	Fungi	305	False
Q61048	Mus musculus	Metazoa	376	False
Q7L5Y1	Homo sapiens	Metazoa	443	False
P0DN34	Mus musculus	Metazoa	57	True
P49454	Homo sapiens	Metazoa	3114	False
Q9SCJ9	Arabidopsis thaliana	Viridiplantae	1067	False
P06843	Saccharomyces cerevisiae	Fungi	333	False
O04714	Arabidopsis thaliana	Viridiplantae	326	True
Q8GUT5	Arabidopsis thaliana	Viridiplantae	288	False
Q8NGU9	Homo sapiens	Metazoa	434	True
Q337M4	Oryza sativa subsp. japonica	Viridiplantae	364	False
Q00312	Candida albicans	Fungi	527	False
Q1RNF8	Mus musculus	Metazoa	542	False
P49419	Homo sapiens	Metazoa	539	False
Q86VZ6	Homo sapiens	Metazoa	243	False
Q8NEM7	Homo sapiens	Metazoa	779	False
Q9H7D0	Homo sapiens	Metazoa	1870	False
Q12242	Saccharomyces cerevisiae	Fungi	671	False
Q00471	Chlamydomonas reinhardtii	Viridiplantae	215	True
Q96P16	Homo sapiens	Metazoa	312	False
Q96529	Arabidopsis thaliana	Viridiplantae	490	False
Q6DWJ6	Homo sapiens	Metazoa	353	True
P97868	Mus musculus	Metazoa	1790	False
P36632	Schizosaccharomyces pombe	Fungi	614	False
Q05930	Saccharomyces cerevisiae	Fungi	598	False
Q5JNS0	Oryza sativa subsp. japonica	Viridiplantae	379	False
O13516	Saccharomyces cerevisiae	Fungi	197	False
P82673	Homo sapiens	Metazoa	323	False
Q9VW51	Drosophila melanogaster	Metazoa	1059	False
Q7Z4T9	Homo sapiens	Metazoa	767	False
P35194	Saccharomyces cerevisiae	Fungi	2493	False
P35817	Saccharomyces cerevisiae	Fungi	686	False
O14064	Schizosaccharomyces pombe	Fungi	997	False
Q95RV2	Drosophila melanogaster	Metazoa	345	False
Q9BUB7	Homo sapiens	Metazoa	260	False
A0A076FFM5	Ocimum basilicum	Viridiplantae	523	False
F4HXU3	Arabidopsis thaliana	Viridiplantae	142	False
Q7SIB8	Dryopteris crassirhizoma	Viridiplantae	102	False
Q9LTR2	Arabidopsis thaliana	Viridiplantae	381	False
Q801E2	Xenopus laevis	Metazoa	1116	False
Q04868	Saccharomyces cerevisiae	Fungi	273	False
Q13315	Homo sapiens	Metazoa	3056	False
Q9Y802	Schizosaccharomyces pombe	Fungi	1000	False
Q05812	Saccharomyces cerevisiae	Fungi	728	False
P82411	Spinacia oleracea	Viridiplantae	116	False
Q08096	Saccharomyces cerevisiae	Fungi	367	False
Q9NZ81	Homo sapiens	Metazoa	148	False
Q8IE47	Plasmodium falciparum	Other	273	False
Q54BW5	Dictyostelium discoideum	Other	179	False
Q9UPX6	Homo sapiens	Metazoa	916	False
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591	False
Q9Y2B4	Homo sapiens	Metazoa	290	False
O76054	Homo sapiens	Metazoa	403	False
Q9SMH4	Chlamydomonas reinhardtii	Viridiplantae	410	False
Q9VTZ2	Drosophila melanogaster	Metazoa	214	False
Q9BWC9	Homo sapiens	Metazoa	280	False
P40543	Saccharomyces cerevisiae	Fungi	189	False
P38830	Saccharomyces cerevisiae	Fungi	627	False
Q8GTS1	Arabidopsis thaliana	Viridiplantae	227	False
F4JZC2	Arabidopsis thaliana	Viridiplantae	680	False
D3ZXW3	Rattus norvegicus	Metazoa	298	False
Q9ZV08	Arabidopsis thaliana	Viridiplantae	291	False
Q12018	Saccharomyces cerevisiae	Fungi	815	False
Q9NR90	Homo sapiens	Metazoa	486	False
P47120	Saccharomyces cerevisiae	Fungi	325	False
Q9QZ59	Mus musculus	Metazoa	374	False
Q9TYY7	Caenorhabditis elegans	Metazoa	478	True
P82970	Homo sapiens	Metazoa	282	False
Q8IVH4	Homo sapiens	Metazoa	418	False
P32120	Bos taurus	Metazoa	420	False
J9VIL4	Cryptococcus neoformans var. grubii serotype A	Fungi	623	True
Q45EK2	Caenorhabditis elegans	Metazoa	360	False
Q9HEV5	Neurospora crassa	Fungi	426	False
Q9FJW3	Arabidopsis thaliana	Viridiplantae	82	True
Q07845	Saccharomyces cerevisiae	Fungi	632	False
Q64MA3	Oryza sativa subsp. japonica	Viridiplantae	629	False
Q61161	Mus musculus	Metazoa	821	False
Q5TGY3	Homo sapiens	Metazoa	1603	False
Q8K4H1	Mus musculus	Metazoa	305	False
Q84JF5	Arabidopsis thaliana	Viridiplantae	483	False
P93303	Arabidopsis thaliana	Viridiplantae	158	True
Q22812	Caenorhabditis elegans	Metazoa	399	False
Q9BPX3	Homo sapiens	Metazoa	1015	False
Q9UT23	Schizosaccharomyces pombe	Fungi	834	False
P56765	Arabidopsis thaliana	Viridiplantae	488	False
Q80ZG6	Rattus norvegicus	Metazoa	193	False
Q99638	Homo sapiens	Metazoa	391	False
Q9Y7Y6	Schizosaccharomyces pombe	Fungi	291	False
P0CW70	Mus musculus	Metazoa	773	False
Q99K24	Mus musculus	Metazoa	317	True
Q86W50	Homo sapiens	Metazoa	562	False
Q9VUF8	Drosophila melanogaster	Metazoa	540	False
O43819	Homo sapiens	Metazoa	266	True
Q03430	Saccharomyces cerevisiae	Fungi	361	False
Q7Z3E1	Homo sapiens	Metazoa	657	False
Q9VQI9	Drosophila melanogaster	Metazoa	1673	False
H2L0N8	Caenorhabditis elegans	Metazoa	370	False
Q07508	Saccharomyces cerevisiae	Fungi	261	False
P40465	Saccharomyces cerevisiae	Fungi	213	False
Q38893	Arabidopsis thaliana	Viridiplantae	558	False
Q9H9E3	Homo sapiens	Metazoa	785	False
H9G301	Caenorhabditis elegans	Metazoa	202	False
Q06608	Saccharomyces cerevisiae	Fungi	200	False
Q9ZWA1	Arabidopsis thaliana	Viridiplantae	393	False
P40026	Saccharomyces cerevisiae	Fungi	464	False
P47123	Saccharomyces cerevisiae	Fungi	218	False
Q86Y01	Homo sapiens	Metazoa	620	False
Q9C0C6	Homo sapiens	Metazoa	399	False
P29692	Homo sapiens	Metazoa	281	False
Q9HE02	Schizosaccharomyces pombe	Fungi	1225	False
Q99MI9	Cricetulus longicaudatus	Metazoa	692	False
O13600	Schizosaccharomyces pombe	Fungi	209	False
Q9NP77	Homo sapiens	Metazoa	194	False
Q9SRN4	Arabidopsis thaliana	Viridiplantae	117	False
Q9NUL5	Homo sapiens	Metazoa	291	False
Q9Y224	Homo sapiens	Metazoa	244	False
Q2LAE1	Arabidopsis thaliana	Viridiplantae	1759	False
Q54KF1	Dictyostelium discoideum	Other	1158	False
Q9DBN1	Mus musculus	Metazoa	621	True
P48985	Mus musculus	Metazoa	351	False
P26717	Homo sapiens	Metazoa	231	True
Q9R0X4	Mus musculus	Metazoa	439	False
O13800	Schizosaccharomyces pombe	Fungi	230	False
Q8CGY6	Mus musculus	Metazoa	931	False
Q38998	Arabidopsis thaliana	Viridiplantae	857	True
Q92733	Homo sapiens	Metazoa	491	False
Q12182	Saccharomyces cerevisiae	Fungi	319	False
G5EG17	Caenorhabditis elegans	Metazoa	1149	False
Q8VY15	Arabidopsis thaliana	Viridiplantae	899	False
Q7S910	Neurospora crassa	Fungi	263	False
O61660	Caenorhabditis elegans	Metazoa	759	False
O49203	Arabidopsis thaliana	Viridiplantae	238	False
Q60866	Mus musculus	Metazoa	349	False
O94225	Penicillium rubens	Fungi	474	False
Q9LZA6	Arabidopsis thaliana	Viridiplantae	825	False
O55003	Mus musculus	Metazoa	187	False
Q9BQG0	Homo sapiens	Metazoa	1328	False
Q969Z3	Homo sapiens	Metazoa	335	False
P38691	Saccharomyces cerevisiae	Fungi	1029	False
O43715	Homo sapiens	Metazoa	76	False
Q99177	Saccharomyces cerevisiae	Fungi	341	False
O02351	Antheraea polyphemus	Metazoa	525	True
P40502	Saccharomyces cerevisiae	Fungi	157	True
Q9VR38	Drosophila melanogaster	Metazoa	528	False
Q17895	Caenorhabditis elegans	Metazoa	249	False
Q96JB5	Homo sapiens	Metazoa	506	False
Q8I397	Plasmodium falciparum	Other	1199	True
Q53FT3	Homo sapiens	Metazoa	197	False
Q16186	Homo sapiens	Metazoa	407	False
Q10665	Caenorhabditis elegans	Metazoa	754	False
P47019	Saccharomyces cerevisiae	Fungi	175	False
Q60838	Mus musculus	Metazoa	736	False
Q9R1X4	Mus musculus	Metazoa	1197	False
Q56A73	Homo sapiens	Metazoa	249	False
Q8TEX9	Homo sapiens	Metazoa	1081	False
O08816	Rattus norvegicus	Metazoa	501	False
Q9NRZ7	Homo sapiens	Metazoa	376	False
Q9VT04	Drosophila melanogaster	Metazoa	471	True
Q9JHU6	Rattus norvegicus	Metazoa	180	False
O96623	Dictyostelium discoideum	Other	293	False
Q7TQJ8	Mus musculus	Metazoa	398	False
P14284	Saccharomyces cerevisiae	Fungi	1504	False
Q80TR8	Mus musculus	Metazoa	1506	False
Q8TDM6	Homo sapiens	Metazoa	1919	False
Q19614	Caenorhabditis elegans	Metazoa	433	False
P38909	Saccharomyces cerevisiae	Fungi	366	False
Q9C7G6	Arabidopsis thaliana	Viridiplantae	256	False
Q3ZC04	Bos taurus	Metazoa	102	False
P00813	Homo sapiens	Metazoa	363	False
Q9NZ09	Homo sapiens	Metazoa	502	False
Q8N140	Homo sapiens	Metazoa	333	False
Q3KN41	Drosophila melanogaster	Metazoa	1840	False
G5EDP2	Caenorhabditis elegans	Metazoa	412	False
Q9W1C5	Drosophila melanogaster	Metazoa	2053	False
P50874	Saccharomyces cerevisiae	Fungi	479	False
Q21227	Caenorhabditis elegans	Metazoa	1188	False
P39717	Saccharomyces cerevisiae	Fungi	880	False
P40513	Saccharomyces cerevisiae	Fungi	266	False
Q9NWT1	Homo sapiens	Metazoa	392	False
P70662	Mus musculus	Metazoa	411	False
Q9ZUX4	Arabidopsis thaliana	Viridiplantae	113	False
Q9HGK2	Schizosaccharomyces pombe	Fungi	216	False
P43606	Saccharomyces cerevisiae	Fungi	678	False
Q8BMA3	Mus musculus	Metazoa	555	False
Q9NUQ6	Homo sapiens	Metazoa	558	False
P07236	Saccharomyces cerevisiae	Fungi	462	False
Q9FN69	Arabidopsis thaliana	Viridiplantae	637	False
Q14722	Homo sapiens	Metazoa	419	False
Q2WG80	Danio rerio	Metazoa	140	False
Q9U1S7	Caenorhabditis elegans	Metazoa	716	True
Q9FLI7	Arabidopsis thaliana	Viridiplantae	108	False
