UniprotAccession	Organism	Kingdom	ProteinLength	SPPosition	label	TMHelixFirst90	Fold	Set
Q5SY16	Homo sapiens	Metazoa	702		negative	False	ad	train
Q6NTE8	Homo sapiens	Metazoa	343		negative	False	ad	bench
Q6RFH5	Homo sapiens	Metazoa	385		negative	False	ae	train
Q8NG66	Homo sapiens	Metazoa	645		negative	False	ab	train
Q8WXF8	Homo sapiens	Metazoa	326		negative	False	ae	train
Q92979	Homo sapiens	Metazoa	244		negative	False	aa	train
Q96AY2	Homo sapiens	Metazoa	570		negative	False	aa	train
Q96EU6	Homo sapiens	Metazoa	259		negative	False	ae	train
Q99575	Homo sapiens	Metazoa	1024		negative	False	ac	train
Q9BSV6	Homo sapiens	Metazoa	310		negative	False	aa	train
Q9GZS1	Homo sapiens	Metazoa	419		negative	False	ab	train
Q9H583	Homo sapiens	Metazoa	2144		negative	False	ac	train
Q9H633	Homo sapiens	Metazoa	154		negative	False	aa	bench
Q9NVU7	Homo sapiens	Metazoa	687		negative	False	ab	train
Q9NWT1	Homo sapiens	Metazoa	392		negative	False	aa	train
Q9NXV6	Homo sapiens	Metazoa	580		negative	False	ae	bench
Q9Y6X3	Homo sapiens	Metazoa	613		negative	False	ab	bench
O00483	Homo sapiens	Metazoa	81		negative	True	aa	train
P17152	Homo sapiens	Metazoa	192		negative	True	ab	train
P24311	Homo sapiens	Metazoa	80		negative	True	ad	bench
P60602	Homo sapiens	Metazoa	79		negative	True	aa	bench
Q6UW78	Homo sapiens	Metazoa	93		negative	True	ac	train
Q6UXV4	Homo sapiens	Metazoa	268		negative	False	ab	train
Q5T1C6	Homo sapiens	Metazoa	240		negative	False	ac	train
O60830	Homo sapiens	Metazoa	172		negative	True	ad	train
O15226	Homo sapiens	Metazoa	690		negative	False	ae	train
O75691	Homo sapiens	Metazoa	2785		negative	False	aa	train
O95059	Homo sapiens	Metazoa	124		negative	False	aa	train
P36954	Homo sapiens	Metazoa	125		negative	False	aa	train
P56182	Homo sapiens	Metazoa	461		negative	False	ae	train
Q14690	Homo sapiens	Metazoa	1871		negative	False	aa	train
Q5QJE6	Homo sapiens	Metazoa	756		negative	False	ab	train
Q5TKA1	Homo sapiens	Metazoa	542		negative	False	ac	train
Q6NZY4	Homo sapiens	Metazoa	707		negative	False	aa	train
Q86YI8	Homo sapiens	Metazoa	300		negative	False	ad	train
Q8N3Z6	Homo sapiens	Metazoa	543		negative	False	ac	train
Q8NCE0	Homo sapiens	Metazoa	465		negative	False	ac	train
Q96HI0	Homo sapiens	Metazoa	755		negative	False	ab	train
Q9H8H0	Homo sapiens	Metazoa	719		negative	False	ab	train
Q9UMY1	Homo sapiens	Metazoa	257		negative	False	ad	bench
Q9Y2K1	Homo sapiens	Metazoa	713		negative	False	aa	train
O95278	Homo sapiens	Metazoa	331		negative	False	ad	train
Q9H190	Homo sapiens	Metazoa	292		negative	False	ac	bench
O75324	Homo sapiens	Metazoa	88		negative	True	ac	bench
Q5TGZ0	Homo sapiens	Metazoa	78		negative	True	ae	train
Q8N8Q8	Homo sapiens	Metazoa	333		negative	False	ab	train
Q9NWH2	Homo sapiens	Metazoa	141		negative	True	ab	bench
Q9UJA2	Homo sapiens	Metazoa	301		negative	False	aa	train
Q9Y512	Homo sapiens	Metazoa	469		negative	False	ae	train
Q5EBL4	Homo sapiens	Metazoa	403		negative	False	ac	bench
P40121	Homo sapiens	Metazoa	348		negative	False	ab	train
Q96PZ2	Homo sapiens	Metazoa	611		negative	False	ad	train
Q9NVH2	Homo sapiens	Metazoa	962		negative	False	ac	train
Q9Y4R8	Homo sapiens	Metazoa	837		negative	False	ac	bench
O00488	Homo sapiens	Metazoa	134		negative	False	ab	train
O60306	Homo sapiens	Metazoa	1485		negative	False	aa	train
O75934	Homo sapiens	Metazoa	225		negative	False	ab	train
P62913	Homo sapiens	Metazoa	178		negative	False	ac	train
Q5C9Z4	Homo sapiens	Metazoa	860		negative	False	ae	train
Q5T5X7	Homo sapiens	Metazoa	828		negative	False	ab	train
Q8IWA0	Homo sapiens	Metazoa	830		negative	False	ae	bench
Q9C086	Homo sapiens	Metazoa	356		negative	False	ab	train
Q9HAJ7	Homo sapiens	Metazoa	183		negative	False	ad	train
Q9NYH9	Homo sapiens	Metazoa	597		negative	False	ad	bench
Q9BZV1	Homo sapiens	Metazoa	441		negative	False	ae	train
A6NHQ2	Homo sapiens	Metazoa	334		negative	False	aa	train
Q12788	Homo sapiens	Metazoa	808		negative	False	ae	train
Q5H9S7	Homo sapiens	Metazoa	520		negative	False	ad	train
Q5T8A7	Homo sapiens	Metazoa	1209		negative	False	ae	train
Q7Z2T5	Homo sapiens	Metazoa	733		negative	False	aa	train
Q8WYQ5	Homo sapiens	Metazoa	773		negative	False	ae	train
Q969H6	Homo sapiens	Metazoa	163		negative	False	ae	train
Q96NY9	Homo sapiens	Metazoa	551		negative	False	ab	bench
Q9NYV6	Homo sapiens	Metazoa	651		negative	False	ac	train
P01583	Homo sapiens	Metazoa	271		negative	False	ae	train
Q13426	Homo sapiens	Metazoa	336		negative	False	ab	train
Q4L180	Homo sapiens	Metazoa	1135		negative	False	aa	bench
Q8IZU0	Homo sapiens	Metazoa	186		negative	False	ad	train
Q8NEY8	Homo sapiens	Metazoa	458		negative	False	ae	train
Q96C12	Homo sapiens	Metazoa	935		negative	False	aa	train
Q9BUH6	Homo sapiens	Metazoa	204		negative	False	ac	train
Q9NTJ3	Homo sapiens	Metazoa	1288		negative	False	ab	train
Q9ULU4	Homo sapiens	Metazoa	1186		negative	False	ad	train
P51636	Homo sapiens	Metazoa	162		negative	False	ac	train
O95782	Homo sapiens	Metazoa	977		negative	False	aa	bench
P32970	Homo sapiens	Metazoa	193		negative	True	ae	train
P54920	Homo sapiens	Metazoa	295		negative	False	ac	train
P58418	Homo sapiens	Metazoa	232		negative	True	ae	train
Q6PIU2	Homo sapiens	Metazoa	408		negative	True	ae	train
Q6ZWK4	Homo sapiens	Metazoa	172		negative	True	aa	bench
Q86YT5	Homo sapiens	Metazoa	568		negative	True	aa	bench
Q9HAB3	Homo sapiens	Metazoa	445		negative	True	ad	train
Q9HCJ1	Homo sapiens	Metazoa	492		negative	True	ad	train
Q9NP94	Homo sapiens	Metazoa	309		negative	True	ae	train
Q9NQW8	Homo sapiens	Metazoa	809		negative	False	ac	bench
Q9NX52	Homo sapiens	Metazoa	303		negative	True	ad	bench
Q9P258	Homo sapiens	Metazoa	522		negative	False	aa	train
Q7Z6G3	Homo sapiens	Metazoa	386		negative	False	ac	train
Q8NCG7	Homo sapiens	Metazoa	672		negative	True	ab	bench
Q96L08	Homo sapiens	Metazoa	255		negative	False	ac	train
Q14678	Homo sapiens	Metazoa	1352		negative	False	ad	train
P17540	Homo sapiens	Metazoa	419		negative	False	aa	train
Q9BT17	Homo sapiens	Metazoa	334		negative	False	ae	train
Q9Y3D7	Homo sapiens	Metazoa	125		negative	False	ab	bench
P21580	Homo sapiens	Metazoa	790		negative	False	ae	train
P62993	Homo sapiens	Metazoa	217		negative	False	aa	train
Q14157	Homo sapiens	Metazoa	1087		negative	False	ae	train
Q6ZV65	Homo sapiens	Metazoa	393		negative	False	aa	train
Q7Z5K2	Homo sapiens	Metazoa	1190		negative	False	ad	train
Q96FF9	Homo sapiens	Metazoa	252		negative	False	ad	train
Q9BPX3	Homo sapiens	Metazoa	1015		negative	False	aa	train
Q13216	Homo sapiens	Metazoa	396		negative	False	ab	train
Q96CA5	Homo sapiens	Metazoa	298		negative	False	ab	train
Q9H2S6	Homo sapiens	Metazoa	317		negative	True	ad	train
Q9P000	Homo sapiens	Metazoa	198		negative	False	ac	bench
Q9Y315	Homo sapiens	Metazoa	318		negative	False	aa	train
A6NFQ2	Homo sapiens	Metazoa	919		negative	False	aa	train
O95180	Homo sapiens	Metazoa	2353		negative	False	ae	train
Q01726	Homo sapiens	Metazoa	317		negative	True	ab	train
Q15057	Homo sapiens	Metazoa	778		negative	False	ad	train
Q6DKI7	Homo sapiens	Metazoa	326		negative	True	aa	train
Q6TCH4	Homo sapiens	Metazoa	344		negative	True	aa	train
Q7RTY1	Homo sapiens	Metazoa	509		negative	True	ae	train
Q86WR0	Homo sapiens	Metazoa	208		negative	True	ad	train
Q8IZF0	Homo sapiens	Metazoa	1738		negative	True	ad	train
Q8N5I2	Homo sapiens	Metazoa	433		negative	False	ad	bench
Q9NYV7	Homo sapiens	Metazoa	291		negative	True	aa	train
Q9Y3A0	Homo sapiens	Metazoa	265		negative	False	ab	train
Q12981	Homo sapiens	Metazoa	228		negative	False	ac	train
Q9Y6G1	Homo sapiens	Metazoa	99		negative	True	ae	train
P38398	Homo sapiens	Metazoa	1863		negative	False	ab	train
Q14005	Homo sapiens	Metazoa	1332		negative	False	ae	train
Q6P589	Homo sapiens	Metazoa	184		negative	False	ac	train
Q96HA7	Homo sapiens	Metazoa	1378		negative	False	ad	bench
Q9BWK5	Homo sapiens	Metazoa	157		negative	False	ae	train
Q9BY41	Homo sapiens	Metazoa	377		negative	False	aa	train
P19440	Homo sapiens	Metazoa	569		negative	True	ad	train
P26717	Homo sapiens	Metazoa	231		negative	True	ac	bench
P34981	Homo sapiens	Metazoa	398		negative	True	ab	train
Q13936	Homo sapiens	Metazoa	2221		negative	False	aa	train
Q14D04	Homo sapiens	Metazoa	833		negative	False	ad	train
Q2HXU8	Homo sapiens	Metazoa	276		negative	True	ae	train
Q5BVD1	Homo sapiens	Metazoa	217		negative	True	ae	train
Q7Z7G2	Homo sapiens	Metazoa	160		negative	False	ab	train
Q96IZ2	Homo sapiens	Metazoa	230		negative	True	aa	train
Q9BRQ5	Homo sapiens	Metazoa	295		negative	True	ab	bench
Q9BX79	Homo sapiens	Metazoa	667		negative	True	ac	bench
Q9H813	Homo sapiens	Metazoa	350		negative	True	ad	bench
Q9UI40	Homo sapiens	Metazoa	661		negative	True	ad	train
B0L3A2	Homo sapiens	Metazoa	85		negative	True	aa	train
O60779	Homo sapiens	Metazoa	497		negative	True	ad	train
P01880	Homo sapiens	Metazoa	430		negative	False	ab	train
Q00013	Homo sapiens	Metazoa	466		negative	False	ac	train
Q5T197	Homo sapiens	Metazoa	706		negative	True	aa	train
Q6EIG7	Homo sapiens	Metazoa	209		negative	True	aa	train
Q6PJF5	Homo sapiens	Metazoa	856		negative	False	ac	train
Q8IVQ6	Homo sapiens	Metazoa	265		negative	True	ae	train
Q8N2C7	Homo sapiens	Metazoa	3258		negative	False	aa	train
Q9BSF0	Homo sapiens	Metazoa	95		negative	False	ac	train
Q9P1Z3	Homo sapiens	Metazoa	774		negative	False	ad	train
O60239	Homo sapiens	Metazoa	455		negative	False	aa	train
Q8TEB9	Homo sapiens	Metazoa	315		negative	True	ac	train
O95833	Homo sapiens	Metazoa	236		negative	True	ad	train
P12956	Homo sapiens	Metazoa	609		negative	False	aa	train
P80217	Homo sapiens	Metazoa	286		negative	False	ac	train
Q01831	Homo sapiens	Metazoa	940		negative	False	ab	train
Q15003	Homo sapiens	Metazoa	741		negative	False	ad	train
Q7Z3K3	Homo sapiens	Metazoa	1410		negative	False	ad	train
P52594	Homo sapiens	Metazoa	562		negative	False	aa	train
Q7Z624	Homo sapiens	Metazoa	323		negative	False	aa	train
Q9UM07	Homo sapiens	Metazoa	663		negative	False	ac	train
Q9Y5L0	Homo sapiens	Metazoa	923		negative	False	ae	train
O75616	Homo sapiens	Metazoa	437		negative	False	ab	bench
Q9Y6N1	Homo sapiens	Metazoa	276		negative	False	ad	train
Q86YV9	Homo sapiens	Metazoa	775		negative	False	ab	train
O43909	Homo sapiens	Metazoa	919		negative	True	ae	train
Q5T3J3	Homo sapiens	Metazoa	769		negative	False	ab	bench
Q9H6U6	Homo sapiens	Metazoa	928		negative	False	aa	train
Q8WVT3	Homo sapiens	Metazoa	735		negative	False	aa	train
O75132	Homo sapiens	Metazoa	1171		negative	False	aa	train
P22674	Homo sapiens	Metazoa	350		negative	False	ab	train
P39023	Homo sapiens	Metazoa	403		negative	False	ab	train
P46783	Homo sapiens	Metazoa	165		negative	False	aa	train
P62277	Homo sapiens	Metazoa	151		negative	False	ab	train
Q02040	Homo sapiens	Metazoa	695		negative	False	ac	train
Q14978	Homo sapiens	Metazoa	699		negative	False	ab	train
Q53GL7	Homo sapiens	Metazoa	1025		negative	False	ac	train
Q5T4T6	Homo sapiens	Metazoa	812		negative	False	ab	bench
Q69383	Homo sapiens	Metazoa	105		negative	False	aa	train
Q96FQ6	Homo sapiens	Metazoa	103		negative	False	ab	train
Q7Z614	Homo sapiens	Metazoa	316		negative	False	ab	train
O15524	Homo sapiens	Metazoa	211		negative	False	ac	bench
Q8WUX9	Homo sapiens	Metazoa	453		negative	False	ad	bench
Q9BV20	Homo sapiens	Metazoa	369		negative	False	ae	train
O60936	Homo sapiens	Metazoa	208		negative	False	ab	train
P07199	Homo sapiens	Metazoa	599		negative	False	ab	train
P25398	Homo sapiens	Metazoa	132		negative	False	ab	train
P42677	Homo sapiens	Metazoa	84		negative	False	ab	train
P62249	Homo sapiens	Metazoa	146		negative	False	ad	bench
P62847	Homo sapiens	Metazoa	133		negative	False	aa	train
Q12905	Homo sapiens	Metazoa	390		negative	False	ac	bench
Q12906	Homo sapiens	Metazoa	894		negative	False	ae	train
Q4KMQ1	Homo sapiens	Metazoa	711		negative	False	ab	train
Q5F1R6	Homo sapiens	Metazoa	531		negative	False	ad	train
Q6P6C2	Homo sapiens	Metazoa	394		negative	False	ad	train
Q86WV5	Homo sapiens	Metazoa	123		negative	False	ac	bench
Q8N9N2	Homo sapiens	Metazoa	400		negative	False	aa	train
Q8WXC6	Homo sapiens	Metazoa	57		negative	False	ad	train
Q92585	Homo sapiens	Metazoa	1016		negative	False	ac	train
Q9H6F5	Homo sapiens	Metazoa	360		negative	False	ab	train
Q9NUX5	Homo sapiens	Metazoa	634		negative	False	ad	train
Q53H12	Homo sapiens	Metazoa	422		negative	False	aa	train
Q96N21	Homo sapiens	Metazoa	525		negative	False	ab	train
Q9BSJ5	Homo sapiens	Metazoa	609		negative	False	ae	train
Q96PE3	Homo sapiens	Metazoa	977		negative	False	ae	train
P50440	Homo sapiens	Metazoa	423		negative	False	ad	train
Q15785	Homo sapiens	Metazoa	309		negative	False	aa	train
Q8N6F7	Homo sapiens	Metazoa	178		negative	False	ab	bench
Q8NB16	Homo sapiens	Metazoa	471		negative	False	ad	train
Q8TAX9	Homo sapiens	Metazoa	416		negative	True	ad	train
Q9Y3S1	Homo sapiens	Metazoa	2297		negative	False	ab	train
O43924	Homo sapiens	Metazoa	150		negative	False	ae	train
O94979	Homo sapiens	Metazoa	1220		negative	False	ac	train
A4D1E9	Homo sapiens	Metazoa	387		negative	False	ae	train
O43482	Homo sapiens	Metazoa	229		negative	False	ac	train
P23490	Homo sapiens	Metazoa	312		negative	False	ab	train
P60709	Homo sapiens	Metazoa	375		negative	False	ac	bench
Q12874	Homo sapiens	Metazoa	501		negative	False	aa	train
Q13868	Homo sapiens	Metazoa	293		negative	False	ab	train
Q14498	Homo sapiens	Metazoa	530		negative	False	aa	train
Q68CJ6	Homo sapiens	Metazoa	796		negative	False	ae	train
Q6IPU0	Homo sapiens	Metazoa	288		negative	False	ac	train
Q6P0N0	Homo sapiens	Metazoa	1132		negative	False	ae	train
Q70EL2	Homo sapiens	Metazoa	814		negative	False	aa	train
Q8NCN4	Homo sapiens	Metazoa	708		negative	False	aa	train
Q8NDD1	Homo sapiens	Metazoa	293		negative	False	ac	train
Q92878	Homo sapiens	Metazoa	1312		negative	False	ae	train
Q96AP0	Homo sapiens	Metazoa	458		negative	False	ae	train
Q96CJ1	Homo sapiens	Metazoa	260		negative	False	ab	train
Q9H1I8	Homo sapiens	Metazoa	757		negative	False	ad	train
Q9H5U6	Homo sapiens	Metazoa	513		negative	False	ad	train
Q9NSN8	Homo sapiens	Metazoa	517		negative	False	ae	train
Q9P275	Homo sapiens	Metazoa	1123		negative	False	ae	train
Q9UL40	Homo sapiens	Metazoa	294		negative	False	ae	train
O14492	Homo sapiens	Metazoa	632		negative	False	ab	train
P17655	Homo sapiens	Metazoa	700		negative	False	aa	bench
P50591	Homo sapiens	Metazoa	281		negative	True	aa	train
Q86W26	Homo sapiens	Metazoa	655		negative	False	ac	train
Q9H7D0	Homo sapiens	Metazoa	1870		negative	False	ae	train
Q9UQC2	Homo sapiens	Metazoa	676		negative	False	ac	bench
O00257	Homo sapiens	Metazoa	560		negative	False	ad	train
P14866	Homo sapiens	Metazoa	589		negative	False	aa	train
Q4VC44	Homo sapiens	Metazoa	716		negative	False	ad	bench
Q6ZQX7	Homo sapiens	Metazoa	453		negative	False	ac	train
Q8TF01	Homo sapiens	Metazoa	805		negative	False	ab	train
Q92766	Homo sapiens	Metazoa	1687		negative	False	ae	train
Q969X6	Homo sapiens	Metazoa	686		negative	False	ad	train
Q96SQ7	Homo sapiens	Metazoa	321		negative	False	ac	bench
Q9BQG0	Homo sapiens	Metazoa	1328		negative	False	ab	train
Q9H0G5	Homo sapiens	Metazoa	558		negative	False	ae	train
Q9NX58	Homo sapiens	Metazoa	379		negative	False	ab	bench
Q9P0U4	Homo sapiens	Metazoa	656		negative	False	ae	bench
Q9P1T7	Homo sapiens	Metazoa	246		negative	False	ae	train
O60832	Homo sapiens	Metazoa	514		negative	False	ad	train
P08708	Homo sapiens	Metazoa	135		negative	False	ab	train
P13010	Homo sapiens	Metazoa	732		negative	False	ad	bench
P18583	Homo sapiens	Metazoa	2426		negative	False	ab	bench
P62241	Homo sapiens	Metazoa	208		negative	False	ad	train
P82979	Homo sapiens	Metazoa	210		negative	False	ad	bench
Q14019	Homo sapiens	Metazoa	142		negative	False	aa	train
Q5HYJ3	Homo sapiens	Metazoa	339		negative	False	ac	train
Q7L2Z9	Homo sapiens	Metazoa	268		negative	False	ad	train
Q8N0S6	Homo sapiens	Metazoa	344		negative	False	ac	train
Q96AQ6	Homo sapiens	Metazoa	731		negative	False	aa	train
Q96PM9	Homo sapiens	Metazoa	386		negative	False	ab	train
Q99547	Homo sapiens	Metazoa	160		negative	False	ae	bench
Q9UGY1	Homo sapiens	Metazoa	213		negative	False	aa	train
Q9UQ35	Homo sapiens	Metazoa	2752		negative	False	ae	train
Q9NZD8	Homo sapiens	Metazoa	308		negative	False	aa	bench
P00918	Homo sapiens	Metazoa	260		negative	False	aa	train
P42356	Homo sapiens	Metazoa	2102		negative	False	ad	train
P55160	Homo sapiens	Metazoa	1127		negative	False	ab	train
Q13685	Homo sapiens	Metazoa	434		negative	False	aa	train
Q5JS13	Homo sapiens	Metazoa	557		negative	False	ac	train
Q8WV28	Homo sapiens	Metazoa	456		negative	False	ab	train
Q9BUZ4	Homo sapiens	Metazoa	470		negative	False	ac	train
Q6UWF3	Homo sapiens	Metazoa	145		negative	True	aa	train
P58753	Homo sapiens	Metazoa	221		negative	False	ac	train
Q4KMP7	Homo sapiens	Metazoa	808		negative	False	aa	bench
Q5VWQ8	Homo sapiens	Metazoa	1189		negative	False	ad	train
Q6W5P4	Homo sapiens	Metazoa	371		negative	True	aa	train
Q8WXG6	Homo sapiens	Metazoa	1647		negative	False	ad	train
Q9NZB2	Homo sapiens	Metazoa	1118		negative	False	ad	train
O60729	Homo sapiens	Metazoa	498		negative	False	ac	bench
O75821	Homo sapiens	Metazoa	320		negative	False	ac	bench
O95415	Homo sapiens	Metazoa	125		negative	True	ab	train
P16383	Homo sapiens	Metazoa	781		negative	False	ab	bench
Q9NWT6	Homo sapiens	Metazoa	349		negative	False	ad	train
Q969F0	Homo sapiens	Metazoa	183		negative	False	ab	train
Q96PH1	Homo sapiens	Metazoa	765		negative	False	ac	train
Q8N2F6	Homo sapiens	Metazoa	343		negative	True	ae	train
O60356	Homo sapiens	Metazoa	82		negative	False	aa	train
P23526	Homo sapiens	Metazoa	432		negative	False	aa	train
Q15004	Homo sapiens	Metazoa	111		negative	False	aa	train
Q9GZL7	Homo sapiens	Metazoa	423		negative	False	ad	bench
P15313	Homo sapiens	Metazoa	513		negative	False	ae	train
P46059	Homo sapiens	Metazoa	708		negative	True	ad	train
P84996	Homo sapiens	Metazoa	626		negative	False	ae	train
Q8N695	Homo sapiens	Metazoa	610		negative	True	aa	train
Q8WY64	Homo sapiens	Metazoa	445		negative	False	ab	train
Q14642	Homo sapiens	Metazoa	412		negative	False	aa	train
P15382	Homo sapiens	Metazoa	129		negative	True	ab	train
Q7Z3D4	Homo sapiens	Metazoa	306		negative	False	ad	train
Q9UHP7	Homo sapiens	Metazoa	191		negative	True	ac	bench
Q6PJT7	Homo sapiens	Metazoa	736		negative	False	ae	bench
Q9C0C2	Homo sapiens	Metazoa	1729		negative	False	aa	train
Q9H204	Homo sapiens	Metazoa	178		negative	False	ab	train
P54198	Homo sapiens	Metazoa	1017		negative	False	ac	train
Q86TB3	Homo sapiens	Metazoa	2170		negative	False	ad	train
Q8N7J2	Homo sapiens	Metazoa	671		negative	False	aa	train
Q8NBI5	Homo sapiens	Metazoa	491		negative	True	ac	train
Q9Y6W5	Homo sapiens	Metazoa	498		negative	False	ab	train
Q8IXI2	Homo sapiens	Metazoa	618		negative	False	aa	train
O75531	Homo sapiens	Metazoa	89		negative	False	ac	train
Q14694	Homo sapiens	Metazoa	798		negative	False	aa	train
Q6PIV2	Homo sapiens	Metazoa	292		negative	False	ac	train
Q7L5N1	Homo sapiens	Metazoa	327		negative	False	ae	train
Q96AJ1	Homo sapiens	Metazoa	413		negative	False	ad	train
Q99598	Homo sapiens	Metazoa	290		negative	False	aa	train
Q9NP98	Homo sapiens	Metazoa	299		negative	False	ae	bench
Q9NZM5	Homo sapiens	Metazoa	478		negative	False	ab	train
Q9UKA1	Homo sapiens	Metazoa	691		negative	False	ae	bench
Q9UNQ2	Homo sapiens	Metazoa	313		negative	False	ab	train
Q9Y4K3	Homo sapiens	Metazoa	522		negative	False	ae	train
P36543	Homo sapiens	Metazoa	226		negative	False	ae	train
Q15849	Homo sapiens	Metazoa	920		negative	False	ae	train
Q8NBS3	Homo sapiens	Metazoa	875		negative	False	ad	train
Q9HAP6	Homo sapiens	Metazoa	207		negative	False	aa	bench
P30542	Homo sapiens	Metazoa	326		negative	True	ae	train
P30968	Homo sapiens	Metazoa	328		negative	True	ad	bench
P48039	Homo sapiens	Metazoa	350		negative	True	ac	train
Q7Z418	Homo sapiens	Metazoa	384		negative	True	ad	bench
Q8N9M5	Homo sapiens	Metazoa	508		negative	False	ae	bench
Q8TDU6	Homo sapiens	Metazoa	330		negative	True	ab	train
Q92982	Homo sapiens	Metazoa	152		negative	True	ae	bench
Q96P65	Homo sapiens	Metazoa	431		negative	True	ab	train
Q9H3N8	Homo sapiens	Metazoa	390		negative	True	ac	train
Q9NZD1	Homo sapiens	Metazoa	345		negative	True	ad	train
P19525	Homo sapiens	Metazoa	551		negative	False	ac	train
P23610	Homo sapiens	Metazoa	371		negative	False	ab	train
Q9UDY8	Homo sapiens	Metazoa	824		negative	False	ac	train
Q9Y605	Homo sapiens	Metazoa	127		negative	False	ac	train
Q0VD83	Homo sapiens	Metazoa	1097		negative	False	ac	train
Q8WVF1	Homo sapiens	Metazoa	389		negative	False	ad	train
Q96BI1	Homo sapiens	Metazoa	424		negative	True	ad	train
Q9BY07	Homo sapiens	Metazoa	1137		negative	False	aa	train
Q9Y2I9	Homo sapiens	Metazoa	924		negative	False	ab	train
Q12972	Homo sapiens	Metazoa	351		negative	False	ab	train
Q9BY77	Homo sapiens	Metazoa	421		negative	False	ab	bench
Q96QF7	Homo sapiens	Metazoa	691		negative	False	ae	train
Q13492	Homo sapiens	Metazoa	652		negative	False	ad	train
Q9BY84	Homo sapiens	Metazoa	665		negative	False	ac	bench
Q9BZR9	Homo sapiens	Metazoa	551		negative	False	aa	train
Q9H5P4	Homo sapiens	Metazoa	1033		negative	False	ae	train
Q9HBL8	Homo sapiens	Metazoa	299		negative	False	ad	bench
O75387	Homo sapiens	Metazoa	559		negative	True	ac	train
O15374	Homo sapiens	Metazoa	487		negative	True	ae	train
