Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P08818	reviewed	CBP2_HORVU	Serine carboxypeptidase 2 (EC 3.4.16.6) (CP-MII) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 2 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 2 chain B (Serine carboxypeptidase II chain B)]	CBP2 CXP;2	Hordeum vulgare (Barley)	476
P08833	reviewed	IBP1_HUMAN	Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12)	IGFBP1 IBP1	Homo sapiens (Human)	259
P08842	reviewed	STS_HUMAN	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	STS ARSC1	Homo sapiens (Human)	583
P08878	reviewed	PA2H_CRODU	Phospholipase A2 homolog crotoxin acid subunit CA (CTX subunit CA) (Crotapotin) [Cleaved into: Crotoxin chain alpha CA1, CA2 and CA4; Crotoxin chain alpha CA3; Crotoxin chain beta CA2, CA3 and CA4; Crotoxin chain beta CA1; Crotoxin chain gamma (Analgesic peptide) (Crotalphine)]		Crotalus durissus terrificus (South American rattlesnake)	138
P08887	reviewed	IL6RA_HUMAN	Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)]	IL6R	Homo sapiens (Human)	468
P08904	reviewed	RNAS6_BOVIN	Ribonuclease K6 (RNase K6) (EC 3.1.27.-) (K6b) (Ribonuclease K2) (RNase K2)	RNASE6 RK6B RNS6	Bos taurus (Bovine)	154
P08905	reviewed	LYZ2_MOUSE	Lysozyme C-2 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Lysozyme C type M)	Lyz2 Lyz Lyzs	Mus musculus (Mouse)	148
P08989	reviewed	GRP_CANLF	Gastrin-releasing peptide (GRP) [Cleaved into: Neuromedin-C (GRP-10) (GRP18-27)]	GRP	Canis lupus familiaris (Dog) (Canis familiaris)	146
P09056	reviewed	LIF_MOUSE	Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor)	Lif	Mus musculus (Mouse)	203
P09102	reviewed	PDIA1_CHICK	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (Retina cognin) (R-cognin)	P4HB PDI PDIA1	Gallus gallus (Chicken)	515
P09228	reviewed	CYTT_HUMAN	Cystatin-SA (Cystatin-2) (Cystatin-S5)	CST2	Homo sapiens (Human)	141
P09230	reviewed	AEP_YARLI	Alkaline extracellular protease (AEP) (EC 3.4.21.62)	XPR2 YALI0F31889g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	454
P09237	reviewed	MMP7_HUMAN	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	MMP7 MPSL1 PUMP1	Homo sapiens (Human)	267
P09341	reviewed	GROA_HUMAN	Growth-regulated alpha protein (C-X-C motif chemokine 1) (GRO-alpha(1-73)) (Melanoma growth stimulatory activity) (MGSA) (Neutrophil-activating protein 3) (NAP-3) [Cleaved into: GRO-alpha(4-73); GRO-alpha(5-73); GRO-alpha(6-73)]	CXCL1 GRO GRO1 GROA MGSA SCYB1	Homo sapiens (Human)	107
P09466	reviewed	PAEP_HUMAN	Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1)	PAEP	Homo sapiens (Human)	180
P09470	reviewed	ACE_MOUSE	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	Ace Dcp1	Mus musculus (Mouse)	1312
P09479	reviewed	ACHA_CHICK	Acetylcholine receptor subunit alpha	CHRNA1	Gallus gallus (Chicken)	456
P09486	reviewed	SPRC_HUMAN	SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)	SPARC ON	Homo sapiens (Human)	303
P09487	reviewed	PPBT_BOVIN	Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)	ALPL	Bos taurus (Bovine)	524
P09603	reviewed	CSF1_HUMAN	Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) (Proteoglycan macrophage colony-stimulating factor) (PG-M-CSF) [Cleaved into: Processed macrophage colony-stimulating factor 1; Macrophage colony-stimulating factor 1 43 kDa subunit]	CSF1	Homo sapiens (Human)	554
P09619	reviewed	PGFRB_HUMAN	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	PDGFRB PDGFR PDGFR1	Homo sapiens (Human)	1106
P09655	reviewed	ISK1_RAT	Serine protease inhibitor Kazal-type 1 (Cholecystokinin-releasing peptide) (Monitor peptide) (Pancreatic secretory trypsin inhibitor) (PSTI-I)	Spink1	Rattus norvegicus (Rat)	79
P09871	reviewed	C1S_HUMAN	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain (Complement C1s subcomponent chain A); Complement C1s subcomponent light chain (Complement C1s subcomponent chain B)]	C1S	Homo sapiens (Human)	688
P09923	reviewed	PPBI_HUMAN	Intestinal-type alkaline phosphatase (IAP) (Intestinal alkaline phosphatase) (EC 3.1.3.1)	ALPI	Homo sapiens (Human)	528
P0C1B3	reviewed	AMYA1_ASPOR	Alpha-amylase A type-1/2 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (Taka-amylase A) (TAA)	amy1 amyI Taa-G1 AO090023000944; amy2 amyII Taa-G2 AO090120000196	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	499
P0C8E7	reviewed	EVA1_RHISA	Evasin-1 (EVA1)		Rhipicephalus sanguineus (Brown dog tick) (Ixodes sanguineus)	114
P0C8G6	reviewed	PV21_POMCA	Perivitellin-2 67 kDa subunit (PcPV2 67 kDa subunit) (PcPV2-67) (PV2 MACPF subunit)		Pomacea canaliculata (Golden apple snail)	565
P0C8G7	reviewed	PV22_POMCA	Perivitellin-2 31 kDa subunit (PcPV2 31 kDa subunit) (PcPV2-31) (PV2 tachylectin subunit)		Pomacea canaliculata (Golden apple snail)	286
P0CAR9	reviewed	PA2A1_CERCE	Acidic phospholipase A2 CC-PLA2-1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Cerastes cerastes (Horned desert viper)	137
P0CAS0	reviewed	PA2A2_CERCE	Acidic phospholipase A2 CC-PLA2-2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Cerastes cerastes (Horned desert viper)	136
P0CB51	reviewed	CHI1_COCPS	Endochitinase 1 (EC 3.2.1.14) (CiX1) (Complement-fixation antigen) (CF-AG) (CF-antigen)	CTS1 CPSG_08657	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	427
P0CC17	reviewed	OXLA_BOTAT	L-amino-acid oxidase (BatroxLAAO) (LAO) (EC 1.4.3.2)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	506
P0CS93	reviewed	GAOA_GIBZA	Galactose oxidase (GAO) (GO) (GOase) (EC 1.1.3.9)	GAOA	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	680
P0CX77	reviewed	ASP22_YEAST	L-asparaginase 2-2 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-2 YLR157C L9632.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P0CX78	reviewed	ASP23_YEAST	L-asparaginase 2-3 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-3 YLR158C L9632.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P0CX79	reviewed	ASP24_YEAST	L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-4 YLR160C L9632.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P0CZ17	reviewed	ASP21_YEAST	L-asparaginase 2-1 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-1 YLR155C L9632.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P0DJD7	reviewed	PEPA4_HUMAN	Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4)	PGA4	Homo sapiens (Human)	388
P0DJD8	reviewed	PEPA3_HUMAN	Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3)	PGA3	Homo sapiens (Human)	388
P0DJD9	reviewed	PEPA5_HUMAN	Pepsin A-5 (EC 3.4.23.1) (Pepsinogen-5)	PGA5	Homo sapiens (Human)	388
P0DJI8	reviewed	SAA1_HUMAN	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	SAA1	Homo sapiens (Human)	122
P0DJI9	reviewed	SAA2_HUMAN	Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)]	SAA2	Homo sapiens (Human)	122
P0DJJ9	reviewed	PA2B2_PROFL	Basic phospholipase A2 BP-II (svPLA2) (EC 3.1.1.4) (Basic protein II) (BP2) (BPII) (PflLys49-PLA2 BPII) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	138
P0DJN6	reviewed	PA2BB_CROHD	Basic phospholipase A2 canebraxin B (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus horridus (Timber rattlesnake)	138
P0DJN7	reviewed	PA2B3_CROLL	Basic phospholipase A2 Cll-N6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus lepidus lepidus (Mottled rock rattlesnake)	138
P0DKL3	reviewed	MALS_MAAAM	Seed leukoagglutinin (Leukoagglutinating lectin MAL) (Seed leucoagglutinin)	MAL	Maackia amurensis (Amur maackia)	287
P0DKR6	reviewed	3SX1_DENPO	Mambalgin-1 (Mamb-1) (Pi-Dp1)		Dendroaspis polylepis polylepis (Black mamba)	78
P0DKU2	reviewed	PA2_PANIM	Phospholipase A2 phospholipin (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Phospholipase A2 large subunit; Phospholipase A2 small subunit]		Pandinus imperator (Emperor scorpion)	145
P0DL37	reviewed	KAX6L_UROYA	Potassium channel toxin alpha-KTx 6.21 (Urotoxin) (Uro)		Urodacus yaschenkoi (Inland robust scorpion)	62
P0DML2	reviewed	CSH1_HUMAN	Chorionic somatomammotropin hormone 1 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL)	CSH1	Homo sapiens (Human)	217
P0DML3	reviewed	CSH2_HUMAN	Chorionic somatomammotropin hormone 2 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL)	CSH2	Homo sapiens (Human)	217
P0DN86	reviewed	CGB3_HUMAN	Choriogonadotropin subunit beta 3 (Choriogonadotropin subunit beta) (CG-beta) (Chorionic gonadotropin chain beta)	CGB3 CGB; CGB5; CGB8	Homo sapiens (Human)	165
P0DUJ5	reviewed	MORO_PTEVL	Pteroicidin-alpha (Alpha-Pte-CONH2) (Alpha-Pte-COOH) (Piscidin-like peptide)		Pterois volitans (Red lionfish) (Gasterosteus volitans)	66
P10082	reviewed	PYY_HUMAN	Peptide YY (PYY) (PYY-I) (Peptide tyrosine tyrosine) [Cleaved into: Peptide YY(3-36) (PYY-II)]	PYY	Homo sapiens (Human)	97
P10124	reviewed	SRGN_HUMAN	Serglycin (Hematopoietic proteoglycan core protein) (Platelet proteoglycan core protein) (P.PG) (Secretory granule proteoglycan core protein)	SRGN PRG PRG1	Homo sapiens (Human)	158
P10144	reviewed	GRAB_HUMAN	Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E)	GZMB CGL1 CSPB CTLA1 GRB	Homo sapiens (Human)	247
P10145	reviewed	IL8_HUMAN	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)]	CXCL8 IL8	Homo sapiens (Human)	99
P10147	reviewed	CCL3_HUMAN	C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))]	CCL3 G0S19-1 MIP1A SCYA3	Homo sapiens (Human)	92
P10152	reviewed	ANG1_BOVIN	Angiogenin-1 (EC 3.1.27.-)	ANG1 ANG	Bos taurus (Bovine)	148
P10153	reviewed	RNAS2_HUMAN	Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US)	RNASE2 EDN RNS2	Homo sapiens (Human)	161
P10163	reviewed	PRB4_HUMAN	Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]	PRB4	Homo sapiens (Human)	310
P10279	reviewed	PRIO_BOVIN	Major prion protein (PrP) (Major scrapie-associated fibril protein 1) (CD antigen CD230)	PRNP PRP	Bos taurus (Bovine)	264
P10297	reviewed	RIP1_PHYAM	Antiviral protein I (EC 3.2.2.22) (PAP-C) (PAP-I) (PAP-R) (Ribosome-inactivating protein) (rRNA N-glycosidase)	PAP1	Phytolacca americana (American pokeweed) (Phytolacca decandra)	313
P10354	reviewed	CMGA_RAT	Chromogranin-A (CgA) [Cleaved into: Pancreastatin; Beta-granin; WE-14; Catestatin; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]	Chga	Rattus norvegicus (Rat)	466
P10493	reviewed	NID1_MOUSE	Nidogen-1 (NID-1) (Entactin)	Nid1 Ent	Mus musculus (Mouse)	1245
P10522	reviewed	MYP0_BOVIN	Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero)	MPZ	Bos taurus (Bovine)	248
P10619	reviewed	PPGB_HUMAN	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	Homo sapiens (Human)	480
P10645	reviewed	CMGA_HUMAN	Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]	CHGA	Homo sapiens (Human)	457
P10646	reviewed	TFPI1_HUMAN	Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI)	TFPI LACI TFPI1	Homo sapiens (Human)	304
P10669	reviewed	FST_PIG	Follistatin (FS) (Activin-binding protein) [Cleaved into: FS-303 (FS-B)]	FST	Sus scrofa (Pig)	344
P10720	reviewed	PF4V_HUMAN	Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)]	PF4V1 CXCL4V1 SCYB4V1	Homo sapiens (Human)	104
P10745	reviewed	RET3_HUMAN	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	RBP3	Homo sapiens (Human)	1247
P10758	reviewed	LITH_RAT	Lithostathine (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP)	Reg1 Reg	Rattus norvegicus (Rat)	165
P10761	reviewed	ZP3_MOUSE	Zona pellucida sperm-binding protein 3 (Sperm receptor) (Zona pellucida glycoprotein 3) (Zp-3) (Zona pellucida protein C) [Cleaved into: Processed zona pellucida sperm-binding protein 3]	Zp3 Zp-3 Zpc	Mus musculus (Mouse)	424
P10764	reviewed	IGF2_SHEEP	Insulin-like growth factor 2 (Insulin-like growth factor II) (IGF-II) [Cleaved into: Preptin]	IGF2 IGF-2	Ovis aries (Sheep)	179
P10820	reviewed	PERF_MOUSE	Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein)	Prf1 Pfp	Mus musculus (Mouse)	554
P10855	reviewed	CCL3_MOUSE	C-C motif chemokine 3 (Heparin-binding chemotaxis protein) (L2G25B) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (SIS-alpha) (Small-inducible cytokine A3) (TY-5)	Ccl3 Mip1a Scya3	Mus musculus (Mouse)	92
P10889	reviewed	CXCL2_MOUSE	C-X-C motif chemokine 2 (Macrophage inflammatory protein 2) (MIP2)	Cxcl2 Mip-2 Mip2 Scyb2	Mus musculus (Mouse)	100
P10909	reviewed	CLUS_HUMAN	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]	CLU APOJ CLI KUB1 AAG4	Homo sapiens (Human)	449
P10959	reviewed	EST1C_RAT	Carboxylesterase 1C (EC 3.1.1.1) (Carboxyesterase ES-1) (E1) (ES-THET) (Esterase-2) (Liver carboxylesterase 1) (Neutral retinyl ester hydrolase) (NREH) (Retinyl ester hydrolase) (REH)	Ces1c Es2	Rattus norvegicus (Rat)	549
P11021	reviewed	BIP_HUMAN	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	HSPA5 GRP78	Homo sapiens (Human)	654
P11150	reviewed	LIPC_HUMAN	Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A1) (EC 3.1.1.32)	LIPC HTGL	Homo sapiens (Human)	499
P11151	reviewed	LIPL_BOVIN	Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32)	LPL	Bos taurus (Bovine)	478
P11215	reviewed	ITAM_HUMAN	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)	ITGAM CD11B CR3A	Homo sapiens (Human)	1152
P11218	reviewed	AGI_URTDI	Lectin/endochitinase 1 (EC 3.2.1.14) (Agglutinin) (UDA) (chia5.1.1) [Cleaved into: Lectin 1]	UDA1	Urtica dioica (Great nettle) (Stinging nettle)	372
P11226	reviewed	MBL2_HUMAN	Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)	MBL2 COLEC1 MBL	Homo sapiens (Human)	248
P11279	reviewed	LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	LAMP1	Homo sapiens (Human)	417
P11407	reviewed	PA2BC_VIPAA	Basic phospholipase A2 ammodytoxin C (AtxC) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera ammodytes ammodytes (Western sand viper)	138
P11438	reviewed	LAMP1_MOUSE	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (CD107 antigen-like family member A) (LGP-120) (Lysosomal membrane glycoprotein A) (LGP-A) (P2B) (CD antigen CD107a)	Lamp1 Lamp-1	Mus musculus (Mouse)	406
P11590	reviewed	MUP4_MOUSE	Major urinary protein 4 (MUP 4)	Mup4	Mus musculus (Mouse)	178
P11598	reviewed	PDIA3_RAT	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60) (HIP-70) (Q-2)	Pdia3 Erp60 Grp58	Rattus norvegicus (Rat)	505
P11654	reviewed	PO210_RAT	Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	Nup210 Gp210 Pom210	Rattus norvegicus (Rat)	1886
P11684	reviewed	UTER_HUMAN	Uteroglobin (Club cell phospholipid-binding protein) (CCPBP) (Club cells 10 kDa secretory protein) (CC10) (Secretoglobin family 1A member 1) (Urinary protein 1) (UP-1) (UP1) (Urine protein 1)	SCGB1A1 CC10 CCSP UGB	Homo sapiens (Human)	91
P11717	reviewed	MPRI_HUMAN	Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)	IGF2R MPRI	Homo sapiens (Human)	2491
P11911	reviewed	CD79A_MOUSE	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	Cd79a Iga Mb-1	Mus musculus (Mouse)	220
P11912	reviewed	CD79A_HUMAN	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB1	Homo sapiens (Human)	226
P11916	reviewed	RNASO_AQUCT	Oocytes ribonuclease (EC 3.1.27.-) (RC-RNase) (Sialic acid-binding lectin) (SBL-C)	RCR	Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	133
P11936	reviewed	DNAS1_PIG	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I)	DNASE1 DNL1	Sus scrofa (Pig)	284
P11941	reviewed	LYSC2_ONCMY	Lysozyme C II (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Lysozyme type II)		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	144
P12024	reviewed	CHAO_DROME	Chaoptin (Photoreceptor cell-specific membrane protein)	chp CHT CG1744	Drosophila melanogaster (Fruit fly)	1315
P12273	reviewed	PIP_HUMAN	Prolactin-inducible protein (Gross cystic disease fluid protein 15) (GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein) (SABP) (gp17)	PIP GCDFP15 GPIP4	Homo sapiens (Human)	146
P12314	reviewed	FCGR1_HUMAN	High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64)	FCGR1A FCG1 FCGR1 IGFR1	Homo sapiens (Human)	374
